TG,26096
NO,49746
GL,22184
IT,16558
AU,43410
LR,46502
SH,49382
CM,46463
OM,13810
LI,45426
PG,25062
ET,35996
SO,46339
IM,21191
AQ,11550
TW,22352
CU,46746
NG,18384
IE,12995
NF,46656
GA,31129
GQ,31666
CC,21375
FK,24173
NR,17345
MY,48896
BS,36329
KZ,30378
GT,34289
GG,34892
CZ,36758
SB,16318
ID,29054
ML,29739
MP,33810
CI,18075
YT,42060
PW,15220
UA,41107
PL,41363
AS,18895
VI,48162
NG,37251
SV,35096
KP,17813
ML,40045
PT,18321
BR,45621
PF,27604
NG,35731
LR,46743
CX,40321
BG,15572
GQ,16328
DM,20440
UG,23359
TL,22356
LV,22678
MG,33042
NI,18538
GD,24455
ST,48755
MZ,20094
BB,23311
NR,11735
JM,31577
BA,28778
JO,45286
MS,36001
YE,27379
AG,42026
PL,29359
NP,40493
CX,35305
LK,11760
ST,38732
LR,48954
MG,48963
SZ,38795
TH,28214
MQ,11393
KW,45689
LK,15825
GI,31572
KZ,21191
GM,29356
LI,28142
LB,29731
RO,26001
CF,49216
GW,38772
LU,27899
SH,38264
WS,49287
JE,30275
US,29123
IN,44860
TV,17510
TG,10617
BN,22291
AM,40530
BB,33661
FR,42314
WS,16039
CG,45823
CS,49139
HU,34156
GP,48439
CA,28294
BH,14685
BO,46272
HK,14525
VE,11375
BE,46041
SG,46199
AF,49699
MK,46492
MT,47557
BS,28799
VU,22185
TN,43523
VU,13515
BW,42129
JM,33502
CU,36366
KN,49734
MR,41935
GE,33386
GU,28911
ER,39891
BV,40128
NE,27155
AG,19472
UY,39643
YT,17771
SO,23562
CY,37679
MO,33635
BZ,38077
GL,23156
PT,13851
ZW,45901
ZA,20195
KE,36467
UG,44433
MO,14848
MM,19411
BZ,35575
MU,45508
CY,39949
AL,42027
KP,13684
PE,47504
VN,24345
CU,16553
DE,35972
OM,25031
IR,26706
AW,36196
TN,39533
MP,28545
NE,34210
AS,24575
NF,28698
DK,14143
GU,40636
BN,22058
AF,35573
TM,13593
RU,47258
SC,32111
ST,18323
MP,49937
AI,20252
HM,35582
MQ,27640
CN,39921
MR,19686
CV,11898
MC,25762
LA,23627
AW,42058
GQ,42447
NF,30450
BE,41149
TZ,42583
AX,25505
IO,44182
BN,49418
TV,24328
LI,48986
VU,36859
TD,31002
LA,47716
HK,19745
ES,37444
BM,21139
SB,32229
IL,16027
LV,18054
AT,31468
LA,35894
PR,47497
CN,45804
TR,27178
HM,42694
BG,22622
VN,35664
GD,40816
SB,25578
HK,35520
NA,40267
BT,39670
TD,10056
GA,14149
IL,11752
SJ,16635
CU,46099
FM,36756
YE,16778
AO,23474
AU,34654
RE,11349
MT,46132
WF,22481
AI,33781
BM,44715
PM,27693
KR,13883
TZ,15162
KH,27094
MA,15531
MT,33310
KW,47250
PH,35150
FI,11725
RO,28769
CS,47912
PW,29901
IO,29283
KR,20780
NG,25765
KZ,40564
DE,37619
MR,25461
AM,33115
BF,37152
GI,19576
TO,33368
KH,47445
LC,12457
TZ,28899
VU,24967
BR,26721
NZ,20018
AT,12040
BT,28296
NE,34162
HR,39104
UM,35801
SA,11814
RW,15393
BT,22519
LY,46832
CV,39608
AT,43752
TC,30759
GT,37730
GB,41937
PH,49431
JP,13733
LA,41600
TO,36667
IN,42126
CV,13353
TF,42585
GF,39548
CC,42585
SL,31810
UG,15442
SO,23397
MW,10489
LC,37948
ER,16999
PY,29345
TZ,16504
AG,11278
KR,27921
YT,44899
RW,15935
ZM,20747
YE,26209
DE,41701
CZ,25101
UG,44728
CD,45699
PW,26260
SM,36352
IL,19738
DO,41855
JE,16230
CR,23460
EH,21768
SB,30380
KE,30490
LA,32572
VI,25928
SB,37161
EH,41895
CZ,22997
CR,25632
ES,35895
RW,20757
SL,28082
ST,22949
KY,22405
SY,41987
GI,13290
IS,23519
ER,19376
GW,38148
AE,47361
LC,49861
GL,21237
US,33407
BS,30281
YE,46908
BG,41832
GH,29554
TD,36149
NI,11579
CZ,33920
GW,13385
MZ,30421
AT,15766
MV,20546
HK,46729
TJ,22037
CV,46709
SL,39382
FK,37300
ML,19178
GT,35633
TK,29917
VN,34433
CU,14456
MN,20391
CX,20765
BA,12921
AN,48698
WF,22735
SJ,33529
BB,32263
GF,37846
GH,41325
GT,37748
MA,12961
LR,37545
AF,10681
PE,23168
KR,15177
AL,40809
YT,15890
BI,23921
RO,28746
CS,30250
LK,44124
NF,44617
NI,24464
DO,27676
SI,46217
UG,23762
AS,33192
KM,14812
TN,24574
TC,12453
TO,44526
NO,11884
SH,10627
AM,20020
BB,20123
GB,37806
TJ,15555
ZM,40552
BW,48975
DK,12708
NP,39310
LK,34807
MC,26332
LT,44188
IN,17466
MH,35977
DM,32398
EE,24285
AR,47320
UM,31870
ET,26761
UY,23783
OM,30406
IN,27578
LB,39347
GE,16517
CD,16192
TZ,17380
BN,10940
CA,45877
ID,27904
MD,44365
EC,10545
DE,23130
UY,27461
OM,26161
TF,17077
LI,45958
BO,29048
TR,12815
AN,35485
SM,40524
NR,15021
SZ,29923
AO,12298
TW,26875
FK,19545
MV,33561
KM,47642
HM,29820
AW,32450
UM,29003
PH,16344
IS,45378
VU,36801
NF,37048
AU,49962
AG,48991
GS,13591
NC,44530
SK,16584
TK,21253
PN,34152
CY,23539
AD,48891
NI,17081
CV,37368
AS,26005
GH,40339
PS,48974
ST,38206
MH,15196
OM,47203
NU,13148
GN,27352
YE,40973
PH,20832
SD,26124
DZ,20013
FJ,47469
AQ,36610
CK,35082
FJ,19358
MK,38271
YT,18439
MX,44370
IL,45788
FI,20444
PW,45109
AX,28883
AN,46611
MS,44351
WF,46358
PL,48058
IE,22022
CK,40279
CV,25954
IQ,38613
HU,22061
AF,14755
TK,29044
CH,33528
IE,20378
KG,31420
LU,24609
MP,13592
LV,34326
NL,40005
EH,40367
CG,44566
FM,39255
ZW,15119
VG,18438
PT,33422
AU,11638
CF,30105
NR,44658
GU,34352
DM,43979
SA,30646
MO,21183
NC,49907
KR,37501
BF,45604
GI,19883
GL,37526
AO,42851
IE,26211
WF,18862
MT,49318
IT,20255
BF,41805
GE,14429
ES,15459
AN,46939
MW,19894
JO,16909
CR,32472
BB,41976
HN,39940
MY,48779
HN,21417
GN,39367
MN,24906
BZ,44675
AM,38100
MV,19516
BT,31742
BA,25442
ID,48647
KE,34365
TM,10746
GY,30694
YE,24321
KG,47747
VG,14204
GF,21122
BN,41097
AN,28146
CI,35023
BM,17268
AW,10489
TT,11292
BJ,44400
IE,28345
BE,17924
WS,32928
LC,40888
IO,14764
AO,44383
GW,14850
EH,36362
UG,10517
NA,15489
FR,32301
HN,21530
MN,49980
MD,32579
GU,41004
CH,44271
TT,20107
TF,41645
BE,23347
PY,43538
AE,44192
AL,41195
PH,47263
JM,37130
PL,13603
LT,37345
MG,12034
CX,49428
AE,11217
GL,12388
CS,35940
NI,48305
NF,12808
TH,40712
NL,21456
DJ,38833
IN,10904
SZ,18855
RW,48614
AM,20971
DJ,34856
RW,22385
EC,44410
MP,15504
BD,15057
SG,46541
YE,48434
KW,34465
BG,40418
CU,16291
TW,42561
SJ,29099
KZ,25524
GM,10250
GG,36928
HM,44714
FI,40245
LK,23540
IL,27840
AM,36755
DK,15022
BR,44603
NP,24616
KP,34630
CX,38471
CG,20109
MC,44145
NR,48394
GM,46560
TC,47909
TL,41655
NU,19765
ZW,46252
CI,35878
SO,36270
BR,15581
GA,41966
PF,33588
NR,13258
IE,25767
EE,49724
NZ,32830
VN,41843
CH,22068
ZW,21221
NI,39614
GF,48197
ML,41352
BW,41196
ES,22471
CR,49056
HN,46749
LC,13977
AD,24296
MH,46701
AU,14784
SB,48610
MK,10500
SK,17766
VU,17723
RU,46305
PK,24474
KY,29496
MD,30360
MZ,33689
SC,42919
TH,19423
LT,19529
YT,10469
MV,33043
TL,45743
CL,29029
MO,32305
CC,46566
AS,30689
GW,18217
DZ,26925
CO,21537
LC,18833
GR,49577
SR,25385
HU,36789
KH,41871
SY,13366
AO,33116
EC,16749
KP,29696
SR,13101
ZA,36311
BR,49568
NL,20704
TR,28382
SJ,28316
HU,35457
ER,47863
GN,36178
ES,21387
NL,36662
SA,30221
CV,13063
MS,15654
CN,34863
AD,32680
ZM,42391
WF,16764
MZ,12017
PT,43266
MA,31477
CK,38833
IS,37750
KG,11996
EG,46367
JO,32998
UZ,37496
AF,37492
VE,46924
CU,10626
MY,26776
MX,43486
PH,21312
LB,26978
BG,41779
KE,18848
LC,34810
AT,10934
CZ,44997
PT,27090
NG,30950
AD,23904
CR,41677
SE,36248
BM,41761
GE,29857
KN,26112
CK,12986
NP,19008
PS,20603
LU,19620
RE,15243
IQ,39777
PY,18048
WS,45666
LY,36185
GN,10745
BM,39977
DE,45959
WS,36462
TN,41609
IR,23709
TC,22863
NA,49815
MN,34266
AS,28115
MZ,44454
EC,39761
AX,12367
AF,13662
SL,13929
IM,13759
PE,35321
SG,44220
GN,24191
AW,23861
NE,33971
BO,19986
GT,24759
SG,43292
SC,14348
CI,47318
GH,18497
CD,19827
PL,38151
AR,11686
AG,17616
FJ,23178
VI,25173
CK,48736
CI,42159
AU,22233
SM,19549
KZ,34441
SJ,20948
PE,10540
KM,44355
AR,44230
DK,17810
UG,47662
MT,48473
SY,40861
FI,47073
BB,40795
TD,26773
BV,42985
KE,19042
MT,16943
IT,17996
NP,28885
SY,29443
KE,16354
KN,28036
VG,12184
VA,14476
AD,42013
BY,12104
YE,34483
ZW,23479
MC,20953
HK,35062
CI,42994
EC,18845
CO,39202
LT,26747
CN,33047
SJ,18773
BE,49392
TC,44873
LI,48196
VG,10452
ZA,16965
GP,28416
NG,22667
GM,10935
LC,12068
IQ,47888
NA,39206
US,19226
MG,10681
BN,14603
IQ,29384
MP,35658
AS,15955
CK,23826
MO,46832
NI,19168
MN,49605
YT,43830
TT,27603
TC,41335
TJ,24923
KW,12462
CF,40780
LK,34976
MU,40279
AR,12966
BO,47851
DM,37566
MR,41046
LB,42660
TL,38835
LA,11955
NR,12671
SO,12509
GB,17778
LC,15385
GR,26010
BM,44431
TZ,36392
PS,11341
VN,43024
TV,39070
FK,19825
CF,41315
US,25897
IT,18792
YT,27412
NG,42841
LU,35595
PY,30160
IO,15690
BV,33791
IL,28540
SB,49609
ES,31370
KN,46989
GM,18785
NR,29627
SO,19346
FK,43674
GB,44317
CX,35528
NU,19099
MH,42997
IM,42470
NG,36790
IS,38513
MU,11761
IN,32162
GG,18399
IL,15219
SL,33704
YT,37303
LR,33784
BJ,30580
CH,21966
BD,22306
FR,11887
SB,30970
KP,48019
KI,23634
AF,35112
TL,39231
AU,24544
TL,10051
HU,44795
LC,41679
TN,44587
IN,13844
SJ,20729
PF,34924
LT,48270
KH,22291
CA,46716
HN,13038
VE,11911
NO,21028
VE,32022
NI,16149
PE,19829
KZ,23956
SB,26578
JM,38984
SI,25598
KI,47575
GW,10788
RE,14158
TF,31385
ZW,11956
MD,43170
PT,25106
MK,15844
CC,23033
GD,28545
CC,32589
BZ,28973
AO,26692
PS,18293
AQ,35393
AR,36719
MW,44143
MQ,34497
MN,32463
CU,21668
BH,15662
IR,15401
MR,30169
GR,31017
MC,17984
HR,13744
NA,32630
CH,45500
PW,40571
ML,45969
PW,30472
TZ,27579
AT,22867
VI,23198
EG,15201
AD,25063
FM,11385
GU,15471
UZ,37122
SY,49512
LS,43397
RU,11777
GQ,20719
CY,47215
BD,30207
TR,26012
HT,22739
VC,19380
MD,28796
ES,15451
ID,19039
OM,33700
AS,18032
MG,14131
UY,26374
PY,17257
JM,26092
LK,23349
KM,33502
MR,47491
BT,35770
DM,35228
LB,26843
KI,33204
LB,28606
MK,12771
PW,27115
DJ,46337
TO,13950
BN,24100
DK,27044
VN,45688
KW,20287
RU,14993
BH,48638
SC,22193
IR,48135
TD,34559
TR,16530
VE,32022
HT,29855
UA,34543
AD,40815
GQ,16182
MZ,29573
IM,25902
NI,42462
VU,33073
EG,16831
TL,13577
CZ,33696
GF,36363
GE,46126
GD,35195
LI,12574
AX,14836
GD,27875
PN,43457
TH,13639
MA,42077
JE,13319
BJ,22587
PL,46257
MV,32291
AZ,14169
MZ,18294
VI,12501
NF,17016
FM,39124
AN,15627
TH,27716
ZW,44441
LK,27098
MH,29601
NG,29321
NR,11314
GY,25943
NL,45845
PL,22394
WS,39425
IT,34346
AR,44011
SK,47270
AE,37916
TC,11770
CH,49703
KN,42708
FI,41756
UG,17663
TL,13686
MW,36681
AX,33157
PW,20408
PR,20178
NC,10304
MX,18285
HM,27667
AO,31481
GN,27868
FO,20459
NL,31605
BZ,10373
MR,16590
EC,21842
SD,26811
BW,16679
GP,25972
ID,15872
VA,25087
NA,48512
SH,21562
PR,13243
FJ,23411
TC,39590
TC,13191
NP,33053
MX,30303
UA,38553
PE,43317
NR,36299
SE,41707
MZ,23888
LB,13482
NR,15756
TC,39989
CC,20629
LS,45317
BM,45418
BS,13292
KI,25314
BM,26650
AD,18875
LV,42363
SA,16883
YE,12270
NO,15407
GS,13453
MW,16155
CX,13178
GU,20106
GQ,48054
MP,28629
NZ,21576
AI,19497
BE,34771
AD,21822
BO,42426
SN,42054
DK,25041
NF,30366
TG,47842
PN,34875
DJ,29896
RE,41952
GR,19136
LV,19227
TJ,39522
CA,15780
EE,18653
GN,25125
PT,27633
KM,33938
UM,46344
GD,42462
SB,36536
MG,47900
SI,20808
CF,49634
EC,21625
TH,24263
BN,38193
HR,30807
NU,20210
AX,31721
GH,16813
TL,49757
CO,46166
KI,33881
MQ,48121
AX,19182
PY,42477
NA,41772
CC,12154
NE,30295
KM,46512
CF,31704
GD,23763
DZ,25300
PW,28652
EH,22797
ET,40366
PR,43527
VG,35770
KR,39930
FJ,34746
GM,15789
SG,22676
PK,42302
TZ,34745
EH,12420
IO,27146
KZ,28029
TC,49181
ID,35078
GY,33603
FK,17599
OM,21987
MQ,20058
GF,34736
PE,26813
BG,46056
FI,14735
VE,11807
JP,29480
HU,16120
CF,42243
CS,11330
TK,15353
SJ,24109
GH,22630
GY,36367
LS,23562
KG,16261
SY,27991
IM,16225
AL,32033
WF,13813
HN,37065
NE,26645
PL,48612
GN,33639
TF,14375
US,20303
SZ,45175
GB,49106
BH,32865
SY,32773
AQ,35330
RE,34442
RO,23001
YE,27463
AF,32999
PF,26048
SH,16882
SV,39016
AF,35072
ST,15761
GD,18084
NO,18631
VE,17074
CY,48321
CK,44125
CX,49787
PM,11649
TN,37410
AG,14628
KH,12036
NG,27837
JP,40726
PT,18411
AS,10326
GW,11783
KH,40584
VN,36600
MC,18290
NR,22031
PG,24050
GP,34390
CR,24642
AR,28568
CV,24847
KN,29990
BR,35205
CM,21342
BW,33903
TT,42154
SZ,29747
GH,15742
DZ,49340
OM,12877
GA,40299
VI,49052
OM,34413
AM,14056
JP,47929
SA,11387
NI,44359
MN,29827
AW,47652
JP,43334
AM,23059
TO,10962
IT,14015
PL,35511
SI,34637
DZ,34154
LV,43120
GB,26742
AX,10098
QA,47670
SV,20459
YT,28072
VN,19965
IT,14436
ID,40687
TN,38966
UZ,39941
SY,40464
LK,21932
MM,40079
JE,23888
ES,38551
LV,14811
GF,46582
GG,34603
WS,10243
AF,35419
FR,34665
DE,19031
VN,19601
IS,33071
CO,24801
GQ,38008
AT,19994
PS,48010
MW,30040
SR,46420
NU,33896
NO,20477
RU,23793
KI,48749
BZ,45601
AX,41707
VG,15897
BY,37689
CH,47313
EE,30326
JP,21156
